Unnamed: 0_x,Coles_StoreIDNo,Expec_Revenue,Gross_Sale,Sales_Cost,Targeted_Quarter,Coles_Forecast,Unnamed: 0_y,Coles_StoreID,Store_Location,Customer_Count,Staff_Count,Store_Area
394,C190,46,41,10,Q2 2023,Below Target,394,C190,WA,6908,24,1700
395,C683,42,49,14,Q2 2023,Below Target,395,C683,QLD,9122,16,1900
396,C613,43,56,9,Q1 2023,On Target,396,C613,QLD,35760,39,2500
397,C468,24,59,13,Q1 2023,On Target,397,C468,NSW,25777,35,2700
398,C186,42,34,10,Q1 2023,Below Target,398,C186,QLD,8004,19,1700
399,C575,46,42,11,Q2 2023,Below Target,399,C575,WA,6027,26,1700
401,C322,28,35,9,Q2 2023,Below Target,401,C322,NSW,7453,26,1700
402,C585,44,43,10,Q1 2023,Below Target,402,C585,WA,7006,23,1700
403,C749,46,27,10,Q1 2023,Below Target,403,C749,WA,6951,23,1700
404,C473,26,36,8,Q2 2023,On Target,404,C473,NSW,9112,16,1700
405,C407,24,55,4,Q1 2023,On Target,405,C407,NSW,40855,35,2500
406,C232,47,35,6,Q2 2023,Below Target,406,C232,SA,9977,24,1700
407,C112,36,26,12,Q1 2023,Below Target,407,C112,VIC,7218,24,1700
408,C267,41,40,14,Q1 2023,Below Target,408,C267,QLD,8345,21,1700
409,C147,20,55,5,Q2 2023,On Target,409,C147,NSW,46321,32,2500
410,C414,33,28,9,Q1 2023,Below Target,410,C414,VIC,8751,20,1700
412,C716,25,34,10,Q2 2023,Below Target,412,C716,NSW,7375,23,1700
413,C678,28,54,7,Q1 2023,On Target,413,C678,NSW,55743,26,2500
414,C590,27,36,4,Q2 2023,On Target,414,C590,NSW,7210,20,1700
415,C790,22,31,13,Q1 2023,Below Target,415,C790,NSW,6900,22,1700
417,C315,49,55,15,Q2 2023,Below Target,417,C315,TAS,30166,38,2500
422,C616,22,33,8,Q2 2023,On Target,422,C616,NSW,6064,25,1700
423,C201,46,26,12,Q1 2023,Below Target,423,C201,WA,9719,19,1700
424,C455,36,52,12,Q2 2023,On Target,424,C455,VIC,6332,17,1900
425,C340,30,59,12,Q1 2023,On Target,425,C340,VIC,22154,39,2700
426,C736,25,52,10,Q1 2023,On Target,426,C736,NSW,7744,15,1900
427,C328,46,39,12,Q2 2023,Below Target,427,C328,WA,8629,17,1700
428,C688,26,39,10,Q1 2023,On Target,428,C688,NSW,8324,19,1700
429,C595,44,29,11,Q1 2023,Below Target,429,C595,WA,9558,26,1700
431,C172,29,51,12,Q1 2023,On Target,431,C172,VIC,7416,20,1900
432,C209,42,47,11,Q1 2023,Below Target,432,C209,QLD,6822,24,1900
433,C700,40,58,10,Q2 2023,On Target,433,C700,QLD,15462,34,2700
434,C329,36,42,11,Q2 2023,Below Target,434,C329,VIC,8013,21,1700
435,C520,31,41,11,Q2 2023,Below Target,435,C520,VIC,9427,16,1700
436,C644,32,60,11,Q1 2023,On Target,436,C644,VIC,35080,31,2700
437,C102,27,59,12,Q1 2023,On Target,437,C102,NSW,37192,38,2700
438,C106,23,32,8,Q1 2023,On Target,438,C106,NSW,7566,25,1700
439,C632,26,38,8,Q2 2023,On Target,439,C632,NSW,7130,20,1700
440,C333,36,26,8,Q1 2023,Below Target,440,C333,VIC,7928,23,1700
441,C365,37,44,10,Q2 2023,Below Target,441,C365,VIC,8581,19,1900
442,C467,44,36,8,Q2 2023,Below Target,442,C467,WA,8908,25,1700
443,C161,34,41,11,Q1 2023,Below Target,443,C161,VIC,6575,26,1700
444,C427,48,37,9,Q1 2023,Below Target,444,C427,SA,6366,21,1700
446,C553,46,36,11,Q2 2023,Below Target,446,C553,WA,9212,24,1700
449,C780,26,54,8,Q2 2023,On Target,449,C780,NSW,15085,31,2500
450,C756,31,54,12,Q1 2023,On Target,450,C756,VIC,30931,30,2500
451,C722,35,30,11,Q2 2023,Below Target,451,C722,VIC,8502,15,1700
452,C383,40,45,11,Q1 2023,Below Target,452,C383,QLD,6300,22,1900
453,C287,26,26,11,Q2 2023,Below Target,453,C287,NSW,8402,22,1700
454,C368,45,56,9,Q1 2023,On Target,454,C368,WA,23146,35,2500
455,C707,36,31,10,Q2 2023,Below Target,455,C707,VIC,6482,21,1700
456,C393,43,34,8,Q2 2023,Below Target,456,C393,QLD,6289,19,1700
457,C156,43,48,8,Q2 2023,Below Target,457,C156,QLD,7498,24,1900
458,C572,36,56,8,Q2 2023,On Target,458,C572,VIC,56970,37,2500
462,C625,49,78,7,Q2 2023,On Target,462,C625,TAS,51777,35,2500
463,C580,32,41,8,Q1 2023,On Target,463,C580,VIC,7100,21,1700
464,C227,48,59,11,Q2 2023,On Target,464,C227,SA,19076,39,2700
465,C416,24,28,11,Q1 2023,Below Target,465,C416,NSW,8347,16,1700
466,C128,26,38,13,Q2 2023,Below Target,466,C128,NSW,8737,15,1700
467,C111,49,34,16,Q2 2023,Below Target,467,C111,ACT,8667,15,1700
468,C242,42,26,11,Q2 2023,Below Target,468,C242,QLD,8772,16,1700
469,C282,45,55,9,Q1 2023,On Target,469,C282,WA,17599,34,2500
470,C166,25,27,14,Q2 2023,Below Target,470,C166,NSW,9832,17,1700
471,C487,45,42,12,Q1 2023,Below Target,471,C487,WA,9637,19,1700
472,C771,37,31,4,Q2 2023,Below Target,472,C771,QLD,7097,25,1700
474,C731,34,42,3,Q1 2023,On Target,474,C731,VIC,8293,20,1700
475,C786,46,41,9,Q1 2023,Below Target,475,C786,WA,8744,25,1700
476,C235,48,27,8,Q1 2023,Below Target,476,C235,SA,7937,25,1700
477,C199,40,36,12,Q1 2023,Below Target,477,C199,QLD,6488,17,1700
478,C545,36,41,5,Q1 2023,On Target,478,C545,VIC,8335,15,1700
479,C547,39,54,8,Q2 2023,On Target,479,C547,QLD,10346,25,2500
480,C193,44,27,12,Q2 2023,Below Target,480,C193,WA,8736,18,1700
481,C717,47,56,12,Q1 2023,Below Target,481,C717,SA,29988,25,2500
482,C399,50,45,8,Q2 2023,Below Target,482,C399,TAS,9167,26,1900
483,C358,22,48,9,Q2 2023,On Target,483,C358,NSW,6973,19,1900
485,C671,44,50,9,Q1 2023,Below Target,485,C671,WA,7266,22,1900
486,C152,29,41,9,Q2 2023,On Target,486,C152,VIC,6096,24,1700
487,C433,39,47,10,Q2 2023,Below Target,487,C433,QLD,6353,23,1900
488,C388,31,39,15,Q2 2023,Below Target,488,C388,VIC,9812,18,1700
490,C561,29,29,11,Q2 2023,Below Target,490,C561,VIC,9729,20,1700
491,C554,30,40,16,Q1 2023,Below Target,491,C554,VIC,6535,23,1700
492,C531,41,28,13,Q2 2023,Below Target,492,C531,QLD,7594,16,1700
493,C261,27,57,6,Q1 2023,On Target,493,C261,NSW,33503,38,2500
495,C300,29,47,7,Q2 2023,On Target,495,C300,VIC,8144,21,1900
496,C452,36,58,10,Q1 2023,On Target,496,C452,VIC,18196,30,2700
497,C539,21,42,11,Q1 2023,On Target,497,C539,NSW,6454,20,1700
498,C143,35,37,4,Q1 2023,Below Target,498,C143,VIC,7636,20,1700
499,C528,34,43,11,Q2 2023,Below Target,499,C528,VIC,6022,17,1700
500,C578,35,52,12,Q1 2023,On Target,500,C578,VIC,9647,16,1900
501,C363,24,36,6,Q2 2023,On Target,501,C363,NSW,6469,15,1700
502,C552,43,45,16,Q2 2023,Below Target,502,C552,QLD,6466,16,1900
503,C255,36,39,6,Q2 2023,Below Target,503,C255,VIC,9729,26,1700
504,C762,22,44,11,Q2 2023,On Target,504,C762,NSW,7213,19,1700
505,C445,48,25,11,Q1 2023,Below Target,505,C445,SA,9047,26,1700
506,C396,24,31,10,Q1 2023,Below Target,506,C396,NSW,6851,20,1700
507,C538,43,57,10,Q1 2023,On Target,507,C538,WA,27873,33,2500
508,C290,30,41,6,Q2 2023,On Target,508,C290,VIC,9465,19,1700
509,C361,48,37,4,Q2 2023,Below Target,509,C361,SA,6792,19,1700
510,C108,42,44,12,Q1 2023,Below Target,510,C108,QLD,9341,15,1700
511,C712,47,29,9,Q2 2023,Below Target,511,C712,SA,9235,22,1700
512,C215,49,27,7,Q2 2023,Below Target,512,C215,ACT,9630,15,1700
513,C573,41,40,2,Q1 2023,Below Target,513,C573,QLD,9839,22,1700
514,C403,30,26,15,Q1 2023,Below Target,514,C403,VIC,9697,21,1700
515,C415,32,36,7,Q1 2023,Below Target,515,C415,VIC,9018,26,1700
516,C158,44,42,11,Q1 2023,Below Target,516,C158,WA,6246,18,1700
517,C420,26,56,12,Q2 2023,On Target,517,C420,NSW,20702,39,2500
518,C424,44,54,9,Q1 2023,On Target,518,C424,WA,29932,32,2500
519,C354,37,55,4,Q1 2023,On Target,519,C354,QLD,51210,32,2500
520,C469,36,27,14,Q2 2023,Below Target,520,C469,VIC,6176,18,1700
522,C144,45,38,12,Q1 2023,Below Target,522,C144,WA,7501,25,1700
523,C482,40,58,15,Q2 2023,On Target,523,C482,QLD,53556,25,2700
524,C378,48,54,10,Q2 2023,Below Target,524,C378,SA,18383,29,2500
525,C480,25,27,12,Q2 2023,Below Target,525,C480,NSW,8738,18,1700
526,C630,39,39,12,Q1 2023,Below Target,526,C630,QLD,9423,25,1700
527,C171,44,50,6,Q1 2023,On Target,527,C171,WA,7219,18,1900
528,C263,24,33,13,Q2 2023,Below Target,528,C263,NSW,6071,20,1700
529,C653,45,37,9,Q2 2023,Below Target,529,C653,WA,7989,24,1700
530,C586,25,49,15,Q2 2023,On Target,530,C586,NSW,6203,26,1900
531,C582,44,28,8,Q2 2023,Below Target,531,C582,WA,6667,17,1700
532,C154,21,57,4,Q1 2023,On Target,532,C154,NSW,15308,37,2700
533,C221,42,60,12,Q2 2023,On Target,533,C221,QLD,51174,38,2700
534,C252,30,25,11,Q2 2023,Below Target,534,C252,VIC,9876,23,1700
535,C754,46,55,8,Q2 2023,On Target,535,C754,WA,36959,36,2500
536,C675,32,54,12,Q1 2023,On Target,536,C675,VIC,16886,27,2500
537,C342,22,34,12,Q1 2023,On Target,537,C342,NSW,7234,18,1700
538,C658,50,52,13,Q2 2023,Below Target,538,C658,NT,6570,25,1900
540,C153,40,48,12,Q1 2023,Below Target,540,C153,QLD,7724,24,1900
541,C273,36,32,6,Q2 2023,Below Target,541,C273,VIC,8033,21,1700
542,C397,41,45,7,Q1 2023,Below Target,542,C397,QLD,9848,17,1900
543,C543,26,32,14,Q1 2023,Below Target,543,C543,NSW,7576,15,1700
544,C567,39,60,13,Q2 2023,On Target,544,C567,QLD,33400,34,2700
545,C122,33,58,14,Q1 2023,On Target,545,C122,VIC,10393,27,2700
546,C555,32,36,13,Q1 2023,Below Target,546,C555,VIC,6920,22,1700
547,C497,40,51,15,Q2 2023,Below Target,547,C497,QLD,9892,25,1900
548,C400,36,28,9,Q1 2023,Below Target,548,C400,VIC,8841,19,1700
549,C114,22,34,11,Q1 2023,On Target,549,C114,NSW,9018,19,1700
550,C548,36,41,8,Q2 2023,Below Target,550,C548,VIC,8076,26,1700
551,C295,29,29,11,Q1 2023,Below Target,551,C295,VIC,7133,17,1700
552,C782,37,50,12,Q1 2023,On Target,552,C782,QLD,6191,18,1900
553,C202,38,45,14,Q1 2023,Below Target,553,C202,QLD,6946,25,1900
554,C318,37,27,9,Q1 2023,Below Target,554,C318,QLD,9361,15,1700
555,C197,29,34,8,Q1 2023,Below Target,555,C197,VIC,6265,15,1700
556,C711,40,39,9,Q2 2023,Below Target,556,C711,QLD,8861,20,1700
558,C753,35,32,11,Q1 2023,Below Target,558,C753,VIC,8036,24,1700
559,C347,46,30,10,Q1 2023,Below Target,559,C347,WA,6293,24,1700
560,C185,28,43,9,Q1 2023,On Target,560,C185,NSW,9161,21,1700
561,C516,32,44,6,Q1 2023,On Target,561,C516,VIC,6227,21,1700
562,C791,39,41,12,Q1 2023,Below Target,562,C791,QLD,7180,19,1700
563,C748,32,57,12,Q2 2023,On Target,563,C748,VIC,19887,31,2500
564,C607,25,56,11,Q1 2023,On Target,564,C607,NSW,11268,26,2500
566,C579,28,44,6,Q1 2023,On Target,566,C579,NSW,7544,16,1700
567,C434,20,55,5,Q1 2023,On Target,567,C434,NSW,42538,34,2500
568,C522,33,35,8,Q2 2023,Below Target,568,C522,VIC,6068,26,1700
569,C447,30,25,11,Q2 2023,Below Target,569,C447,VIC,8407,25,1700
570,C248,35,33,6,Q1 2023,Below Target,570,C248,VIC,8894,25,1700
571,C286,32,31,14,Q1 2023,Below Target,571,C286,VIC,9612,26,1700
572,C693,44,32,10,Q2 2023,Below Target,572,C693,WA,6819,20,1700
573,C385,36,49,13,Q2 2023,On Target,573,C385,VIC,9223,24,1900
574,C744,49,38,5,Q1 2023,Below Target,574,C744,ACT,9714,22,1700
575,C733,44,42,4,Q1 2023,Below Target,575,C733,WA,8772,26,1700
576,C608,42,39,10,Q1 2023,Below Target,576,C608,QLD,6408,21,1700
577,C307,38,42,10,Q2 2023,Below Target,577,C307,QLD,9204,20,1700
578,C352,38,29,9,Q2 2023,Below Target,578,C352,QLD,9410,24,1700
579,C588,26,40,12,Q1 2023,On Target,579,C588,NSW,8180,15,1700
580,C701,27,53,9,Q1 2023,On Target,580,C701,NSW,9826,21,1900
581,C432,24,48,14,Q2 2023,On Target,581,C432,NSW,6768,26,1900
582,C558,34,47,11,Q1 2023,On Target,582,C558,VIC,8063,21,1900
583,C526,47,38,16,Q2 2023,Below Target,583,C526,SA,7054,18,1700
584,C486,37,54,11,Q2 2023,On Target,584,C486,VIC,54810,35,2500
585,C546,30,43,13,Q2 2023,On Target,585,C546,VIC,7825,24,1700
586,C569,36,49,10,Q1 2023,On Target,586,C569,VIC,6909,26,1900
587,C566,43,49,13,Q2 2023,Below Target,587,C566,QLD,8744,26,1900
588,C514,32,29,10,Q1 2023,Below Target,588,C514,VIC,9398,21,1700
589,C311,45,57,13,Q2 2023,Below Target,589,C311,WA,30357,29,2500
590,C188,40,43,8,Q1 2023,Below Target,590,C188,QLD,6186,23,1700
591,C100,29,56,10,Q1 2023,On Target,591,C100,VIC,42569,28,2500
593,C787,49,53,15,Q1 2023,Below Target,593,C787,ACT,7167,17,1900
594,C542,20,30,10,Q1 2023,On Target,594,C542,NSW,7941,19,1700
595,C697,36,32,12,Q2 2023,Below Target,595,C697,VIC,6443,23,1700
596,C798,25,47,5,Q1 2023,On Target,596,C798,NSW,6631,17,1900
597,C502,45,54,6,Q2 2023,On Target,597,C502,WA,48624,37,2500
598,C781,24,29,5,Q2 2023,On Target,598,C781,NSW,6797,26,1700
599,C391,43,48,14,Q2 2023,Below Target,599,C391,WA,8886,26,1900
600,C441,39,36,10,Q1 2023,Below Target,600,C441,QLD,6601,15,1700
602,C646,34,31,12,Q1 2023,Below Target,602,C646,VIC,6726,19,1700
604,C654,31,31,5,Q2 2023,Below Target,604,C654,VIC,6314,23,1700
605,C600,45,25,13,Q2 2023,Below Target,605,C600,WA,9809,23,1700
606,C145,31,35,16,Q2 2023,Below Target,606,C145,VIC,9120,17,1700
607,C457,43,47,7,Q1 2023,Below Target,607,C457,WA,9091,22,1900
608,C384,45,47,14,Q1 2023,Below Target,608,C384,WA,6103,23,1900
609,C679,27,35,14,Q2 2023,Below Target,609,C679,NSW,8312,25,1700
610,C724,46,51,8,Q1 2023,Below Target,610,C724,WA,8771,17,1900
612,C615,20,41,16,Q1 2023,On Target,612,C615,NSW,6683,22,1700
613,C379,49,59,16,Q1 2023,Below Target,613,C379,ACT,48911,26,2700
614,C606,37,58,8,Q1 2023,On Target,614,C606,QLD,30522,31,2700
615,C474,27,36,14,Q1 2023,Below Target,615,C474,NSW,6473,20,1700
616,C604,28,31,10,Q2 2023,Below Target,616,C604,NSW,7581,26,1700
617,C556,37,31,12,Q1 2023,Below Target,617,C556,QLD,6320,16,1700
618,C478,24,49,11,Q1 2023,On Target,618,C478,NSW,8722,18,1900
619,C743,43,39,11,Q1 2023,Below Target,619,C743,QLD,9704,16,1700
620,C219,50,58,9,Q1 2023,Below Target,620,C219,NT,41230,38,2700
621,C565,37,49,9,Q2 2023,On Target,621,C565,QLD,8332,25,1900
622,C429,39,31,12,Q2 2023,Below Target,622,C429,QLD,8476,18,1700
623,C519,34,53,9,Q2 2023,On Target,623,C519,VIC,7748,23,1900
624,C605,48,26,9,Q1 2023,Below Target,624,C605,SA,6936,15,1700
625,C620,20,41,5,Q2 2023,On Target,625,C620,NSW,7081,15,1700
626,C491,22,55,6,Q1 2023,On Target,626,C491,NSW,28031,31,2500
627,C715,47,45,12,Q2 2023,Below Target,627,C715,WA,7253,23,1900
628,C386,29,39,4,Q2 2023,On Target,628,C386,NSW,7388,16,1700
629,C641,29,58,9,Q1 2023,On Target,629,C641,VIC,47339,37,2700
630,C155,31,49,8,Q2 2023,On Target,630,C155,VIC,8301,22,1900
631,C325,33,27,8,Q2 2023,Below Target,631,C325,VIC,9369,20,1700
632,C139,26,32,5,Q2 2023,On Target,632,C139,NSW,6570,18,1700
633,C769,36,30,13,Q1 2023,Below Target,633,C769,VIC,7214,15,1700
634,C508,23,51,15,Q2 2023,On Target,634,C508,NSW,6831,17,1900
635,C140,36,41,13,Q2 2023,Below Target,635,C140,VIC,7789,16,1700
636,C123,34,47,10,Q2 2023,On Target,636,C123,VIC,7663,20,1900
637,C746,47,34,8,Q2 2023,Below Target,637,C746,SA,8615,17,1700
638,C741,41,52,11,Q2 2023,On Target,638,C741,QLD,7114,15,1900
639,C244,40,52,6,Q1 2023,On Target,639,C244,QLD,9295,16,1900
640,C264,27,51,9,Q2 2023,On Target,640,C264,NSW,9555,21,1900
641,C298,21,41,7,Q1 2023,On Target,641,C298,NSW,9184,22,1700
642,C173,46,46,10,Q1 2023,Below Target,642,C173,WA,9954,15,1900
643,C350,26,40,8,Q2 2023,On Target,643,C350,NSW,9937,24,1700
644,C584,40,58,10,Q1 2023,On Target,644,C584,QLD,13911,32,2700
645,C797,23,25,11,Q1 2023,Below Target,645,C797,NSW,8313,18,1700
646,C673,46,42,11,Q2 2023,Below Target,646,C673,WA,8170,24,1700
647,C503,43,56,8,Q2 2023,On Target,647,C503,WA,31395,33,2500
648,C796,50,46,12,Q1 2023,Below Target,648,C796,NT,8769,20,1900
649,C125,44,40,13,Q2 2023,Below Target,649,C125,WA,6787,19,1700
650,C767,25,53,10,Q1 2023,On Target,650,C767,NSW,9338,15,1900
651,C226,37,41,5,Q2 2023,Below Target,651,C226,QLD,7365,18,1700
652,C627,37,29,6,Q2 2023,Below Target,652,C627,QLD,6512,19,1700
653,C492,25,52,10,Q2 2023,On Target,653,C492,NSW,9717,15,1900
654,C602,23,32,8,Q1 2023,On Target,654,C602,NSW,7133,20,1700
655,C377,26,28,9,Q1 2023,Below Target,655,C377,NSW,7944,18,1700
656,C609,33,37,6,Q2 2023,Below Target,656,C609,VIC,8346,15,1700
657,C464,40,52,5,Q2 2023,On Target,657,C464,QLD,7369,15,1900
658,C612,21,40,11,Q1 2023,On Target,658,C612,NSW,9866,17,1700
659,C316,47,40,4,Q1 2023,Below Target,659,C316,WA,9311,21,1700
660,C536,30,43,8,Q1 2023,On Target,660,C536,VIC,7822,23,1700
661,C726,27,47,11,Q1 2023,On Target,661,C726,NSW,7690,18,1900
662,C149,37,38,17,Q2 2023,Below Target,662,C149,QLD,7590,16,1700
663,C320,30,48,8,Q1 2023,On Target,663,C320,VIC,6569,22,1900
664,C511,34,55,7,Q1 2023,On Target,664,C511,VIC,27198,38,2500
665,C533,30,37,6,Q2 2023,On Target,665,C533,VIC,6523,18,1700
666,C107,37,51,5,Q1 2023,On Target,666,C107,QLD,9317,24,1900
668,C204,46,29,11,Q1 2023,Below Target,668,C204,WA,6722,24,1700
669,C113,36,42,8,Q2 2023,Below Target,669,C113,VIC,6936,19,1700
670,C430,39,29,16,Q1 2023,Below Target,670,C430,QLD,7587,23,1700
671,C687,24,54,11,Q1 2023,On Target,671,C687,NSW,22153,39,2500
672,C570,32,52,11,Q2 2023,On Target,672,C570,VIC,9119,15,1900
674,C160,29,47,11,Q1 2023,On Target,674,C160,VIC,9931,16,1900
675,C663,25,36,9,Q2 2023,On Target,675,C663,NSW,6728,23,1700
676,C638,49,26,11,Q2 2023,Below Target,676,C638,ACT,7524,21,1700
677,C649,43,81,9,Q1 2023,On Target,677,C649,WA,44959,33,2500
678,C105,43,57,12,Q1 2023,On Target,678,C105,QLD,23702,39,2700
679,C374,40,25,6,Q2 2023,Below Target,679,C374,QLD,7596,26,1700
680,C240,27,30,11,Q1 2023,Below Target,680,C240,NSW,9440,19,1700
681,C689,25,44,10,Q2 2023,On Target,681,C689,NSW,8598,25,1700
682,C249,36,40,8,Q2 2023,Below Target,682,C249,VIC,7063,24,1700
